抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-04,新歌榜,49,听无声处,周深,听无声处,2026-07-30,-,-,華語
2026-08-04,新歌榜,50,Pretty Much（半夏心动）,赵希予,Pretty Much（半夏心动）,2026-07-17,-,-,華語
2026-08-04,新歌榜,51,我只要我开心,时代少年团,我只要我开心,2026-07-13,-,-,華語
2026-08-04,新歌榜,52,如果你也刚好抬头看树,孙天宇,如果你也刚好抬头看树,2026-07-20,-,-,華語
2026-08-04,新歌榜,53,耀眼的我们,周深,天才，女友 影视原声带,2026-08-04,-,-,華語
2026-08-04,新歌榜,54,Badi Badi,王俊凯,WJK,2026-07-08,-,-,華語
2026-08-04,新歌榜,55,Glue,希林娜依高,Glue,2026-07-31,-,-,西洋
2026-08-04,新歌榜,56,oh well,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-04,新歌榜,57,窝囊废,刘凤瑶/曾一鸣/张玮/李琦/派克特,窝囊废,2026-07-09,-,-,華語
2026-08-04,新歌榜,58,踏马寻花向自由,轻烟大叔,踏马寻花向自由(雷鬼版),2026-07-07,-,-,華語
2026-08-04,新歌榜,59,红尘慌慌,周深,百花杀 原声音乐专辑,2026-07-28,-,-,華語
2026-08-04,新歌榜,60,风与花的约定,半吨兄弟,风与花的约定,2026-07-31,-,-,華語
2026-08-04,新歌榜,61,光阴的故事,轻烟大叔,光阴的故事,2026-07-14,-,-,華語
2026-08-04,新歌榜,62,香烟与吻痕 (我在月光下许过情真),黄龄,香烟与吻痕,2026-07-06,-,-,華語
2026-08-04,新歌榜,63,不如(Edit),何欢浪,不如,2026-07-07,-,-,華語
2026-08-04,新歌榜,64,张三的歌,曲肖冰/凤璃,张三的歌,2026-07-09,-,-,華語
2026-08-04,新歌榜,65,Pretty Girl,RESCENE (리센느),Pretty Girl - Special Single,2026-07-08,-,-,韓語
2026-08-04,新歌榜,66,Less than a Lover,JENNIE,Less than a Lover,2026-07-24,-,-,未知
2026-08-04,新歌榜,67,第57次取消发送,1个球,第57次取消发送,2026-07-15,-,-,華語
2026-08-04,新歌榜,68,若不是因为你,赵乃吉,若不是因为你,2026-07-05,-,-,華語
2026-08-04,新歌榜,69,值得(我们的故事爱就爱到值得),王佳音,值得(我们的故事爱就爱到值得),2026-07-17,-,-,華語
2026-08-04,新歌榜,70,stay,Ariana Grande,petal (Explicit),2026-07-31,-,-,華語
2026-08-04,新歌榜,71,全世界陪我出发,TF家族/TF家族-官俊臣/TF家族-张桂源/TF家族-张函瑞/TF家族-王橹杰/TF家族-王烁然/TF家族-左奇函/TF家族-陈奕恒/TF家族-杨博文/TF家族-杨涵博/TF家族-张奕然/TF家族-聂玮辰/TF家族-陈思罕/TF家族-魏子宸/TF家族-李煜东/TF家族-陈浚铭,全世界陪我出发,2026-07-06,-,-,華語
2026-08-04,新歌榜,72,花落花,陈少熙,花落花,2026-07-29,-,-,華語
2026-08-04,新歌榜,73,Bad Boy,万妮达Vinida Weng,Bad Boy,2026-07-11,-,-,華語
2026-08-04,新歌榜,74,英雄出处,高冷,英雄出处,2026-07-05,-,-,華語
2026-08-04,新歌榜,75,你的眼神,周深深,你的眼神,2026-07-04,-,-,華語
2026-08-04,新歌榜,76,哎呦喂,项睿娴,哎呦喂,2026-07-30,-,-,華語
2026-08-04,新歌榜,77,Orchestra,Red Velvet,Velvet Summer - Summer Mini Album,2026-08-03,-,-,韓語
2026-08-04,新歌榜,78,一直下雨的星期天,印子月,一直下雨的星期天,2026-07-14,-,-,華語
2026-08-04,新歌榜,79,hate that i made you love me,Ariana Grande,petal (Explicit),2026-07-31,-,-,西洋
2026-08-04,新歌榜,80,Cold Blooded,严浩翔,Cold Blooded,2026-07-20,-,-,華語
2026-08-04,新歌榜,81,总有人间一两风,周深深,总有人间一两风,2026-07-10,-,-,華語
2026-08-04,新歌榜,82,Nice to Meet Ya,TOMORROW X TOGETHER,Nice to Meet Ya,2026-08-02,-,-,韓語
2026-08-04,新歌榜,83,游京,苏子墨/sunnd,游京(超燃合唱版),2026-07-13,-,-,華語
2026-08-04,新歌榜,84,You,Appleby,You,2026-07-08,-,-,西洋
2026-08-04,新歌榜,85,见山,水木年华,见山,2026-07-16,-,-,華語
2026-08-04,新歌榜,86,Hula Hoop,Red Velvet,Velvet Summer - Summer Mini Album,2026-08-03,-,-,日語
2026-08-04,新歌榜,87,一个人而已,正在进行石女士,一个人而已,2026-07-08,-,-,華語
2026-08-04,新歌榜,88,缠,那英,这一秒过火 影视原声带,2026-07-18,-,-,華語
2026-08-04,新歌榜,89,Sunburst,RIIZE,Sunburst,2026-07-26,-,-,韓語
2026-08-04,新歌榜,90,留白,吴炳文,留白,2020-07-21,-,-,華語
2026-08-04,新歌榜,91,雨一直下,晚月moon,雨一直下(氛围版),2026-07-21,-,-,華語
2026-08-04,新歌榜,92,壳,Eric周兴哲,壳,2026-07-31,-,-,華語
2026-08-04,新歌榜,93,岛屿,棱镜乐队,石头想有糖的温度,2020-08-25,-,-,未知
2026-08-04,新歌榜,94,这场雨下完就忘了你,戎大姨,这场雨下完就忘了你,2026-07-11,-,-,華語
2026-08-04,新歌榜,95,破晓,王俊凯,WJK,2026-07-08,-,-,華語
2026-08-04,新歌榜,96,爱上你我很快乐,洋澜一,爱上你我很快乐,2026-07-16,-,-,華語
2026-08-04,新歌榜,97,Lucky Light（幸运之光）,赵希予,Lucky Light（幸运之光）,2026-07-16,-,-,華語
2026-08-04,新歌榜,98,不甘,弦子,不甘,2026-07-19,-,-,華語
2026-08-04,新歌榜,99,Hot Girls Cold Vibe,Red Velvet,Velvet Summer - Summer Mini Album,2026-08-03,-,-,韓語
2026-08-04,新歌榜,100,Reay killi,еяхат музыка/SENVER/404Hz,REAM MAGIC（硬曲DJ）,2026-07-10,-,-,其它
